nomor_pendaftaran,no_prestasi,jenis_prestasi,jenjang_prestasi,individu_berkelompok,lembaga_pemberi_prestasi,tahun,nilai_prestasi,deskripsi,file_sertifikat
426397039,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Direktorat Jendral Pendidikan Islam Kementerian Agama Indonesia,2022,35,Juara II Kompetisi Sais Madrasah Tahun 2022 Bidang Studi IPS Terpadu Terintegrasi Jenjang MTsN Tingkat Kabupaten,426397039_1
426397039,2,Olimpiade Geografi,Kabupaten/Kota,Individu,Direktorat Jendral Pendidikan Islam Kementerian Agama Indonesia,2025,35,Peserta Olimpiade Giografi MA Tahun 2025 Tingkat Kabupaten,426397039_2
426397159,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Pemerintah Kota Prabumulih,2024,20,JUARA HARAPAN 2 DARI 20 PESERTA,426397159_1
426397159,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Pemerintah Kota Prabumulih,2025,20,JUARA HARAPAN 3 DARI 20 PESERTA,426397159_2
426397819,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,STAI darul hikmah,2023,25,Harapan,426397819_1
426398624,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,dinas pendidikan dan kebudayaan smpn 4 kuala,2023,35,juara 2,426398624_1
426398624,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,dinas pendidikan dan kebudayaan smpn 4 kuala,2021,35,juara 1,426398624_2
426398624,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,STAI darul hikmah,2023,25,juara 3,426398624_3
426398831,1,Olimpiade Kimia,Propinsi,Individu,seaceh,2025,40,juara 3 (250 anggota),426398831_1
426398831,2,Seni Suara/Musik,Kabupaten/Kota,Individu,Aceh barat,2024,30,juara 3 dari (35 anggota),426398831_2
426398831,3,Seni Suara/Musik,Kabupaten/Kota,Individu,Aceh bart,2021,30,juara 2 dari (70 anggota),426398831_3
426402189,1,Olimpiade (Lainnya),Propinsi,Berkelompok,Dr. Toni toharudin MS.c,2023,30,Sertifikat akritidasi,426402189_1
426404608,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMK SWASTA SAHATA,2025,30,"Sekretaris Umum OSIS SMK SWASTA SAHATA P.SIANTAR Periode 2025/2026,selalu bertanggung jawab dalam menyiapkan program kerja dan selalu berhasil menyiapkan pengarsipan surat dan dokumen kegiatan sekolah,dan juga bertanggung jawab untuk menyusun setiap laporan kegiatan yang dilakukan di SMK SWASTA SAHATA.",426404608_1
426404608,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMK SWASTA SAHATA,2025,30,"Sebagai apresiasi atas partisipasi aktif,semangat belajar,dan sikap positif selama mengikuti kegiatan LATIHAN DASAR KEPEMIMPINAN (LDK)",426404608_2
426404608,3,Olimpiade (Lainnya),Nasional,Individu,PT. SETIA SEJAHTERA DIGITAL,2026,45,Sebagai peserta telah mengikuti dan menyelesaikan pelatihan berbasis standar kompetensi kerja nasional indonesia,426404608_3
426406525,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Fakultas Ekonomi dan Bisnis UNIVERSITAS SYIAH KUALA,2024,35,Juara 3 Olimpiade Ekonomi,426406525_1
426406525,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SAKA POM,2023,30,Uji SKK Pramuka Penegak,426406525_2
426406525,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,UPA BAHASA UNIVERSITAS TEUKU UMAR,2025,35,Mengikuti Olympiad for Competency in English,426406525_3
426407229,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kementrian Agama Kota Subulussalam,2022,35,Partisipasi sebagai peserta Kompetensi Sains Madrasah (KSM),426407229_1
426407229,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kemenag Kota Subulussalam,2022,35,Sebagai Peserta Kompetisi Sains Madrasah,426407229_2
426407229,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Ponpes Hidayatullah Kota Subulussalam,2023,35,Harapan 1 Lomba Alfiah Putri,426407229_3
426407929,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas syariat islam dan pendidikan dayah kabupaten aceh singkil,2022,35,Juara 2 putri Lomba Tauhid tingkat Ula,426407929_1
426408005,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas syariat islam dan pendidikan dayah kabupaten aceh singkil,2024,35,Juara 3 putri Marhalah ulya cabang nahwu,426408005_1
426408182,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MTQ Kecamatan manduamas Kabupaten Tapanuli tengah,2023,35,Juara 1 Bidang Hifzul Qur&#39;an (Putri),426408182_1
426409073,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,LPTQ Sultan Daulat,2025,35,Peserta pada Musabaqah Tilawatil Qur&#39;an (MTQ) ke II,426409073_1
426409073,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Ponpes Hidayatullah Kota Subulussalam,2023,25,Juara 2 Lomba Fahmil Wustho Putri,426409073_2
426409696,1,Olimpiade (Lainnya),Propinsi,Berkelompok,Dinas Pendidikan Aceh,2025,30,Juara 3 Lomba Kompetensi Siswa (LKS) tingkat provinsi Aceh yang di selenggarakan oleh Dinas Pendidikan Aceh di Meulaboh,426409696_1
426412823,1,Olimpiade (Lainnya),Propinsi,Individu,Dinas Pendidikan Aceh,2025,40,Peserta Lomba Kompetensi Siswa (LKS) SMK Tingkat Provinsi Aceh di Meulaboh tahun 2025,426412823_1
426416260,1,Olimpiade Fisika,Kabupaten/Kota,Individu,KEMENAG,2024,35,juara 2,426416260_1
426416260,2,Olimpiade Fisika,Kabupaten/Kota,Individu,KEMENAG,2025,35,juara 3,426416260_2
426418237,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Camat,2025,30,Anggota paskbibraka,426418237_1
426418237,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMAN 1 kaway XVI,2023,35,Juara kelas,426418237_2
426420761,1,Drama/Sastra,Kabupaten/Kota,Individu,cabang dinas pendidikan Aceh Barat,2025,30,juara 3 (dari 4 peserta) lomba fotografi fls3n,426420761_1
426420761,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,kantor camat kaway XVI,2025,25,paskibraka,426420761_2
426420761,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,stain di rundeng,2024,20,Pramuka,426420761_3
426421134,1,Seni Suara/Musik,Kabupaten/Kota,Individu,RIAT,2020,30,Peserta Daurah Tahsin dan Tahfidz Al-Quran,426421134_1
426421134,2,Seni Suara/Musik,Kabupaten/Kota,Individu,RIAT,2021,30,Peserta Daurah Tahsin dan Tahfidz Al-Quran,426421134_2
426421927,1,Seni Suara/Musik,Kabupaten/Kota,Individu,RIAT,2020,30,Peserta Daurah Tahsin dan Tahfidz Al-Quran,426421927_1
426421927,2,Seni Suara/Musik,Kabupaten/Kota,Individu,RIAT,2021,30,Peserta Daurah Tahsin dan Tahfidz Al-Quran,426421927_2
426422785,1,Olahraga,Kabupaten/Kota,Berkelompok,kemenpora,2024,20,juara 1 vollyball putra,426422785_1
426423388,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Saka Bhayangkara Polsek Bubon,2023,20,Peserta Perkemahan Saka Bhayangkara di Kecamatan Bubon yang dilaksanakan pada tanggal 24–27 Juni 2023.,426423388_1
426424063,1,Seni Tari,Kabupaten/Kota,Berkelompok,Kepala cabang dinas pendidikan aceh barat,2024,20,Juara 1 lomba tari kreasi,426424063_1
426424335,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kota Subulusalam dan Aceh Singkil,2025,35,Juara 2 LKS,426424335_1
426435369,1,Olimpiade Fisika,Kabupaten/Kota,Individu,diselenggarakan oleh Himpunan Mahasiswa Teknik Sipil Fakultas Teknik Universitas Teuku Umar.,2025,35,"Peserta Olimpiade Fisika dan Matematika se-Barsela dalam kegiatan Civil Race and Exhibition ke-7 yang diselenggarakan oleh Himpunan Mahasiswa Teknik Sipil Fakultas Teknik Universitas Teuku Umar, periode 2024–2025, dilaksanakan pada September 2024 di Meulaboh.",426435369_1
426435369,2,Drama/Sastra,Kabupaten/Kota,Individu,diselenggarakan oleh Badan Reintegrasi Aceh bekerja sama dengan Koalisi NGO HAM dan Program Studi Ilmu Administrasi Negara FISIP UIN Ar-Raniry.,2025,30,"Peserta Lomba Menulis Opini dalam rangka 20 Tahun Peringatan Hari Damai Aceh dengan tema “Sumbangsih Gen Z dan Gen Alpha dalam Merawat Perdamaian Aceh” yang diselenggarakan oleh Badan Reintegrasi Aceh bekerja sama dengan Koalisi NGO HAM dan Program Studi Ilmu Administrasi Negara FISIP UIN Ar-Raniry, dilaksanakan pada Agustus 2025 di Banda Aceh.",426435369_2
426435369,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,"diselenggarakan oleh Pusat Prestasi Nasional Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Republik Indonesia.",2025,35,"Peserta Olimpiade Sains Nasional (OSN) Bidang Biologi tingkat Kabupaten Aceh Barat jenjang SMA Tahun 2025 yang diselenggarakan oleh Pusat Prestasi Nasional Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Republik Indonesia, dilaksanakan pada Juni 2025 di Banda Layung.",426435369_3
426436325,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Pesantren Darul aitami,2024,35,Juara 3 dari satu pesantren,426436325_1
426436325,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Pesantren Darul aitami,2025,35,Juara 3 dari 50 peserta,426436325_2
426438900,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SMA NEGERI 3 SIMBAR,2025,25,Menjadi anggota dalam tim safari ramdhan,426438900_1
426447862,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Kementerian Agama,2025,35,Peserta Olimpiade Madrasah Indonesia (OMI) Tahun 2025 tingkat Kota Subulussalam yang diselenggarakan oleh Kementerian Agama,426447862_1
426449003,1,Olimpiade (Lainnya),Nasional,Individu,Jenius competition,2026,45,Juara 1 tingkat nasional,426449003_1
426449003,2,Olimpiade (Lainnya),Nasional,Individu,Jenius competition,2026,45,Juara 2 tingkat nasional,426449003_2
426449003,3,Olimpiade (Lainnya),Nasional,Individu,Jenius competition,2026,45,Peraih mendali emas,426449003_3
426449491,1,Olahraga,Propinsi,Berkelompok,Dispora aceh,2025,25,Juara 2 beregu pra pora panahan,426449491_1
426457824,1,Olahraga,Propinsi,Berkelompok,PEMERINTAH ACEH,2024,25,Peserta POPDA Aceh XVII Tahun 2024,426457824_1
426458207,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MUSPIKA Kecamatan Labuhan Haji Timur,2024,30,Pasukan PASKBRA Kecamatan Labuhan Haji Timur,426458207_1
426466580,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Kanwil Kementerian Agama Prov. Aceh,2025,35,Peraih Medali Perunggu pada cabang lomba Olimpiade Sains Madrasah Aceh (OSMA) Bidang Biologi MA,426466580_1
426466580,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,pemerintah aceh,2024,20,Lomba persami pada kegiatan perkemahan,426466580_2
426469160,1,Olimpiade (Lainnya),Nasional,Individu,Olimpiade sains Nusantara jenius,2026,45,Peraih medali emas tingkat nasional,426469160_1
426469446,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kodim 0118,2023,20,Lomba Baris berbaris kodim 0118,426469446_1
426469446,2,Seni Tari,Kabupaten/Kota,Berkelompok,Cabang dinas Pendidikan Kota Subulussalam,2025,20,Lomba tari kreasi,426469446_2
426469446,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kwarcab Kota Subulussalam,2023,20,Lomba Kepramukaan,426469446_3
426469526,1,Olimpiade (Lainnya),Nasional,Individu,Posi,2026,45,Juara 1 tingkat nasional,426469526_1
426469526,2,Olimpiade Matematika,Nasional,Individu,Posi,2026,45,Peraih medali emas,426469526_2
426469526,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Nusantara baru Indonesia maju,2024,20,Menjadi pasukan pengibar bendera (paskibra),426469526_3
426469924,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Aceh Barat,2023,25,juara 3 dari 20 peserta,426469924_2
426469924,3,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Aceh Barat,2025,30,juara 2 dari 3 peserta,426469924_3
426472140,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMAN 1 Labuhan haji barat,2025,35,Juara 2,426472140_1
426472140,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 Labuhan haji barat,2025,20,Anggota pramuka,426472140_2
426472140,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 Labuhan haji barat,2025,20,Anggota PMR,426472140_3
426472299,1,Olimpiade Fisika,Kabupaten/Kota,Individu,Kementerian Agama Republik Indonesia,2024,35,Juara 1 KSM (Kompetisi Sains Madrasah)tingkat kab/kota,426472299_1
426473175,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMKN 1 SETIA BAKTI,2025,35,FESTIVAL LITERASI,426473175_1
426473175,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMKN 1 SETIA BAKTI,2026,35,rangking kelas,426473175_2
426473175,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,DKR,2024,30,Orientasi Dewan Kerja Ranting,426473175_3
426474158,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Camat,2025,30,Anggota Pasukan Pengibaran Bendera Pusaka (Paskibraka) pada peringatan Hut ke 80 kemerdekaan republik indonesia tahun 2025,426474158_1
426475697,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Pusat Olimpiade Sains Indonesia,2024,35,Meraih medali perunggu dari Olimpiade sains,426475697_1
426475697,2,Olimpiade Biologi,Propinsi,Individu,Olimpiade Indonesia,2024,40,Meraih medali emas Olimpiade Sains,426475697_2
426475697,3,Olimpiade Ekonomi,Propinsi,Individu,Liga Olimpiade &amp; Olimpiade Indonesia,2024,40,Meraih medali emas Olimpiade ekonomi,426475697_3
426477100,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas Lingkungan Hidup Kota Subulussalam,2024,35,Lomba Duta Lingkungan Hidup Kota subulussalam,426477100_1
426477100,2,Seni Tari,Kabupaten/Kota,Berkelompok,Kota Subulussalam,2025,20,Lomba tari kreasi,426477100_2
426478379,1,Seni Tari,Kabupaten/Kota,Berkelompok,Pemerintah Kota Subulussalam,2025,20,Lomba tari kreasi,426478379_1
426479058,1,Olimpiade Geografi,Kabupaten/Kota,Individu,Pemerintah Provinsi Sumatera Utara Dinas Pendidikan SMA NEGERI 1 ULU BARUMUN,2025,35,Peserta pada Olimpiade Sains Nasional tingkat kabupaten Padang Lawas Bidang Geografi,426479058_1
426479349,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,KEMETRIAN AGAMA REPUBLIK INDONESIA,2025,35,JUARA 2 OLIMPIADE MADRASAH INDONESIA TINGKAT KABUPATEN ACEH TENGGARA,426479349_1
426485825,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,PRAMUKA,2023,30,Gerakan Pramuka Gugus depan SMA Negeri 11 Aceh Barat Daya,426485825_1
426485825,2,Olahraga,Kabupaten/Kota,Berkelompok,MADRASAH ALIYAH NEGERI ACEH BARAT DAYA,2025,20,Annual Education and Sport Competition (AESCO) Ke -VI Tingkat SMA / MA / Sederajat,426485825_2
426485825,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 11 ACEH BARAT DAYA,2025,30,PENGHARGAAN WAKIL OSIS,426485825_3
426487101,1,Olahraga,Nasional,Individu,Dispora NTB,2023,40,Juara 2 kejuaraan nasional female Under 42 kg di kejuaraan PPLP/D SKO MATTARAM NTB,426487101_1
426487101,2,Olahraga,Nasional,Individu,Dispora surabaya,2024,40,Juara 2 tingkat nasional under 44 kg putri di kejuaraan taekwondo U13 dan U16 di surabaya,426487101_2
426487101,3,Olahraga,Propinsi,Individu,Dispora Aceh,2024,35,Juara 1 Under 44 kg putri di POPDA Aceh Timur,426487101_3
426490500,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 11 ACEH BARAT DAYA,2025,30,Penghargaan Anggota Osis,426490500_1
426490532,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,OSIS,2024,20,Penghargaan Anggota Osis,426490532_1
426490547,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,PRAMUKA,2025,30,Penghargaan Perkemahan Sabtu -minggu (PERSEMI),426490547_1
426490547,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,OSIS,2025,30,Bendahara Osis,426490547_2
426490547,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,OSIS,2025,20,Penghargaan anggota OSIS,426490547_3
426490716,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 11 ACEH BARAT DAYA,2025,30,Penghargaan Anggota Osis,426490716_1
426490889,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 11 ACEH BARAT DAYA,2025,30,Penghargaan Anggota Osis,426490889_1
426496153,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 TEUPAH TENGAH,2024,20,Ketua Bidang Keagamaan,426496153_1
426512124,1,Olahraga,Kabupaten/Kota,Individu,PIALA BERGILIR II KAPOLRESTA PEKANBARU,2024,30,Juara 3 dari 5 peserta,426512124_1
426512393,1,Olimpiade Fisika,Kabupaten/Kota,Berkelompok,Pusat Prestasi Nasional,2025,25,OLIMPIADE SAINS NASIONAL TINGKAT KABUPATEN MANDAILING NATAL (OSN-K),426512393_1
426512393,2,Olahraga,Kabupaten/Kota,Berkelompok,SMAN 1 Kotanopan,2025,20,KEGIATAN EKSTRAKURIKULER BOLA VOLLY,426512393_2
426512393,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Kecamatan,2025,25,Kegiatan Hari Ulang Tahun (HUT) Republik Indonesia Ke 80,426512393_3
426515687,1,Olimpiade Biologi,Nasional,Individu,kemendikbud (balai pengembangan Talenta Indonesia),2025,45,Finalis OSN BIOLOGI Tingkat Nasional,426515687_1
426515687,2,Olimpiade Biologi,Kabupaten/Kota,Individu,Dinas Pendidikan wilaah kabupaten gayo lues,2025,35,OSN K tingkat Kabupaten se kab Gayo Lues,426515687_2
426515687,3,Olimpiade Biologi,Propinsi,Individu,Dinas Pendidikan Provinsi Aceh,2025,40,Sertifikat Juara 1 Olimpiade Biologi Tingkat Provinsi,426515687_3
426516414,1,Olimpiade Kimia,Kabupaten/Kota,Individu,BPTI Kementrian Pendidikan Dasar dan Menengah,2025,35,Peringkat 3 OSN Jenjang SMA/SMK/MA Tingkat Di Kabupaten/Kota Tahun 2025,426516414_1
426516414,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Kota Subulussalam dan Kabupaten Aceh Singkil Bekerjasama Dengan Kejaksaan Negeri Aceh Singkil,2024,20,Peserta Duta Pelajar Sadar Hukum Jenjang SMA dan SMK Se-Kabupaten Aceh Singkil Tahun 2024,426516414_2
426516414,3,Olimpiade Kimia,Kabupaten/Kota,Individu,SMA Negeri 1 Singkil Utara,2024,35,Peserta KSN Tingkat SMA Negeri 1 Singkil Utara Tahun 2024,426516414_3
426516427,1,Olahraga,Kabupaten/Kota,Berkelompok,Kecamatan Salang,2025,20,Peserta PASKIBRA Tingkat Kecamatan tahun 2025,426516427_1
426516427,2,Olahraga,Kabupaten/Kota,Berkelompok,Kecamatan Salang,2024,20,Peserta PASKIBRA Tingkat Kecamatan tahun 2024,426516427_2
426516427,3,Olahraga,Kabupaten/Kota,Berkelompok,Kecamatan Salang,2023,20,Peserta PASKIBRA Tingkat Kecamatan tahun 2023,426516427_3
426518235,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Balai Besar POM Banda Aceh,2023,20,Ekstrakurikuler Saka Pengawasan Obat dan Makananan Aceh tingkat Kabupaten Aceh Barat,426518235_1
426519202,1,Olimpiade Biologi,Nasional,Individu,Kementrian Hukum Dan HAM,2025,45,Peraih Mendalih Perunggu Indonesian Youth Genius Championship Bidang Studi Bahasa Biologi,426519202_1
426519202,2,Olimpiade (Lainnya),Nasional,Individu,Kementrian Hukum Dan HAM,2025,45,Peraih Mendalih Emas Indonesian Best Student Olympiad Bidang Studi Kedokteran,426519202_2
426519202,3,Olimpiade (Lainnya),Nasional,Individu,Kementrian Hukum Dan HAM,2025,45,Peserta Genius National Olympiad Bidang Studi Bahasa Indonesia,426519202_3
426519337,1,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Kabupaten Aceh Barat,2024,30,Juara 1 lomba cipta puisi dalam Fls2n tingkat kabupaten yang diselenggarakan oleh Dinas Pendidikan Aceh,426519337_1
426519337,2,Olahraga,Propinsi,Individu,Dinas Pendidikan Aceh,2025,35,peserta lomba pencak silat dalam Olimpiade Olahraga Siswa Nasional (o2sn) tingkat provinsi yang diselenggarakan oleh Dinas Pendidikan Aceh,426519337_2
426519337,3,Olahraga,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Kabupaten Aceh Barat,2025,30,Juara 1 lomba pencak silat putri dalam Olimpiade Olahraga Siswa Nasional (o2sn) tingkat kabupaten yang diselenggarakan oleh Dinas Pendidikan Aceh,426519337_3
426519588,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SYAHFITRI,2025,35,juara 4 dari 21 Siswa,426519588_1
426519588,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SYAHFIRI,2023,35,Sebagai peserta ujian ulangan kelas,426519588_2
426519588,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SYAHFITRI,2025,25,Sebagai peserta pasukan penggerek bendera,426519588_3
426520082,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Balai Besar POM Banda Aceh,2023,20,Ekstrakurikuler Saka Pengawasan Obat dan Makananan Aceh tingkat Kabupaten Aceh Barat,426520082_1
426520205,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Cabang Dinas kab Gayo Lues,2024,35,OSK K se Kab Gayo LUES Cabang Matematika,426520205_1
426520205,2,Olimpiade Matematika,Kabupaten/Kota,Individu,"Cabang Dinas Pendidkan Kab Gayo Lues, Aceh",2025,35,Peserta OSN K Bidang Matematika,426520205_2
426520326,1,Seni Tari,Kabupaten/Kota,Berkelompok,SMAN Unggul Subulussalam,2025,20,tari kreasi,426520326_1
426520326,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 Penanggalan,2025,20,Paskibra,426520326_3
426520725,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Dinas Pendidikan kabupaten Simeulue,2022,35,Peserta OSN Tingkat Kabupaten,426520725_1
426520725,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA NEGERI 1 SALANG,2025,35,Juara 1 Kelas XII Semister Ganjil 2025,426520725_2
426520725,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA NEGERI 1 SALANG,2025,35,Juara 1 Kelas XI Semister Genap 2025,426520725_3
426521144,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMAN Unggul Subulussalam,2025,35,Lomba Vokal Solo,426521144_1
426521144,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kodim 0118,2023,20,Lomba Baris berbaris,426521144_2
426521144,3,Olimpiade (Lainnya),Nasional,Berkelompok,BPK Indonesia,2024,35,cerdas cermat,426521144_3
426522504,1,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Individu,YAYASAN MISS BEAUTY SUMATERA UTARA,2026,35,JUARA MISS BEAUTY SUMATERA UTARA 2026,426522504_1
426524435,1,Olimpiade Fisika,Nasional,Individu,PUSPRESNUS,2024,45,medali perunggu lomba Olimpiade fisika tingkat nasional yang di selenggarakan oleh PUSPRESNUS,426524435_1
426524639,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMAN 1 Labuhanhaji Barat,2025,35,Piangam penghargaan peringkat kelas,426524639_1
426524639,2,Olahraga,Kabupaten/Kota,Berkelompok,PANITIA HUT RI KE-80 kecamatan Labuhanhaji barat,2025,20,Piagam penghargaan paskibra dirgahayu republik Indonesia,426524639_2
426524639,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 Labuhanhaji barat,2025,20,Anggota pramuka,426524639_3
426525739,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA Negeri 3 Sinabang,2024,30,pengurus osis pada tahun 2024,426525739_1
426526260,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMA N 1 Labuhan haji barat,2025,20,Anggota Pramuka periode 2024/2025,426526260_1
426526260,2,Olimpiade Geografi,Kabupaten/Kota,Berkelompok,SMA N 1 Labuhan haji barat,2025,25,O2SN,426526260_2
426526260,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 Labuhan haji barat,2025,20,Anggota PMR periode 2024/2025,426526260_3
426527599,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Panitia Hut RI,2023,25,Juara 1 Voli Bal Putra,426527599_1
426527599,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,paniti hut RI,2025,25,menjadi peserta paskibra,426527599_2
426527599,3,Olimpiade Matematika,Kabupaten/Kota,Berkelompok,Panitia Hut RI,2024,25,Menjadi peserta Paskibra,426527599_3
426530000,1,Olahraga,Kabupaten/Kota,Berkelompok,KONI Kota Bogor,2024,20,Juara 3,426530000_1
426535869,1,Olimpiade Kimia,Nasional,Individu,Quartal Indonesia,2024,45,PERAIH MEDALI EMAS NASIONAL dalam kompetisi olimpiade sains quartal indonesia 4.0,426535869_1
426535869,2,Olimpiade (Lainnya),Nasional,Individu,Lembaga Kompetisi Indonesia,2024,45,Peraih Mendali Emas dalam Kegiatan Liga Prestasi pelajar Indonesia bidang studi Agama Islam SMA,426535869_2
426535869,3,Olahraga,Kabupaten/Kota,Individu,Tapak Suci Putera Muhammadiyah,2023,30,Siswa Satu Tapak suci putera Muhammadiyah,426535869_3
426537937,1,Olimpiade Fisika,Kabupaten/Kota,Individu,Dinas Pendidikan,2024,35,Juara 3 lomba OSN bidang Fisika tingkat kabupaten Aceh Barat tahun 2024,426537937_1
426537937,2,Olimpiade Matematika,Propinsi,Berkelompok,Universitas Syiah Kuala,2025,30,Juara 3 lomba Industrial Contest I-SAT tingkat Provinsi Aceh tahun 2025,426537937_2
426537937,3,Olimpiade Matematika,Kabupaten/Kota,Individu,Universitas Teuku Umar,2025,35,Juara 3 lomba OFIKA bidang Matematika tingkat kabupaten Aceh Barat tahun 2025,426537937_3
426541237,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MAHASISWA KKN UNIVERSITAS TEUKU UMAR TAHUN 2019,2021,35,JUARA III CABANG TILAWAH PUTRI,426541237_1
